temp,atemp,hum,windspeed,casual,registered,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,cnt
0.34,0.303,0.87,0.3582,1,7,winter,2011,February,1,0,Monday,1,Light Snow,8
0.72,0.697,0.74,0.2537,144,233,summer,2011,August,13,0,Sunday,0,Clear,377
0.68,0.6364,0.57,0.1642,83,496,summer,2012,September,19,0,Friday,1,Clear,579
0.28,0.2727,0.81,0.194,1,21,fall,2011,November,5,0,Wednesday,1,Clear,22
0.74,0.7121,0.79,0.1642,24,137,summer,2012,August,0,0,Saturday,0,Clear,161
0.58,0.5455,0.88,0.194,2,45,fall,2011,October,23,0,Thursday,1,Mist,47
0.26,0.2576,0.81,0.194,2,24,winter,2012,February,2,0,Saturday,0,Light Snow,26
0.76,0.7121,0.58,0.194,71,232,summer,2012,August,21,0,Friday,1,Clear,303
0.74,0.6667,0.51,0.0,159,238,spring,2011,June,17,0,Sunday,0,Clear,397
0.56,0.5303,0.68,0.1343,56,484,summer,2011,September,18,0,Monday,1,Mist,540
0.14,0.1212,0.5,0.2836,1,153,winter,2011,January,8,0,Monday,1,Clear,154
0.64,0.6212,0.38,0.2985,32,121,summer,2011,August,22,0,Monday,1,Clear,153
0.32,0.3333,0.87,0.0896,3,29,winter,2011,December,22,0,Tuesday,1,Clear,32
0.54,0.5152,0.94,0.0896,3,40,fall,2011,October,22,0,Wednesday,1,Light Snow,43
0.54,0.5152,0.64,0.2836,22,102,fall,2011,October,11,0,Tuesday,1,Clear,124
0.18,0.1818,0.26,0.194,6,159,winter,2011,February,17,0,Thursday,1,Clear,165
0.8,0.697,0.33,0.3881,111,601,spring,2012,April,17,1,Monday,0,Clear,712
0.34,0.3182,0.49,0.2239,3,23,spring,2012,April,3,0,Saturday,0,Clear,26
0.28,0.2879,0.61,0.1045,15,111,winter,2012,February,13,0,Wednesday,1,Mist,126
0.68,0.6364,0.79,0.1642,7,10,summer,2012,July,1,0,Tuesday,1,Clear,17
0.62,0.6061,0.69,0.3582,48,377,fall,2012,October,17,0,Friday,1,Light Snow,425
0.36,0.3333,0.29,0.2537,9,316,fall,2012,November,16,0,Wednesday,1,Clear,325
0.7,0.6667,0.79,0.1642,199,259,summer,2012,July,17,0,Saturday,0,Light Snow,458
0.32,0.3485,0.87,0.0,0,19,fall,2011,November,0,0,Wednesday,1,Clear,19
0.56,0.5303,0.64,0.2985,1,3,spring,2011,June,4,0,Monday,1,Clear,4
0.52,0.5,0.68,0.1045,64,156,fall,2011,October,12,0,Monday,1,Mist,220
0.56,0.5303,0.83,0.2836,84,199,spring,2011,April,19,0,Saturday,0,Clear,283
0.74,0.7121,0.79,0.1642,155,188,summer,2011,August,16,0,Saturday,0,Light Snow,343
0.66,0.6212,0.54,0.2985,101,707,fall,2012,September,17,0,Friday,1,Mist,808
0.36,0.3788,0.57,0.0,0,15,fall,2011,December,5,0,Tuesday,1,Mist,15
0.6,0.5909,0.69,0.1343,28,223,summer,2012,September,22,0,Thursday,1,Clear,251
0.26,0.2273,0.7,0.2985,0,4,winter,2012,February,2,0,Monday,1,Clear,4
0.24,0.2121,0.6,0.2836,11,33,winter,2012,December,22,0,Thursday,1,Mist,44
0.52,0.5,0.55,0.2836,45,155,spring,2011,April,12,1,Friday,0,Clear,200
0.56,0.5303,0.6,0.1343,162,214,summer,2011,September,13,0,Sunday,0,Clear,376
0.52,0.5,0.88,0.1642,2,53,fall,2012,October,5,0,Thursday,1,Mist,55
0.64,0.6212,0.5,0.0,81,178,spring,2012,May,21,0,Saturday,0,Clear,259
0.28,0.2727,0.36,0.1642,11,59,winter,2011,January,14,0,Thursday,1,Clear,70
0.22,0.2576,0.55,0.0896,0,11,winter,2011,February,0,0,Thursday,1,Clear,11
0.36,0.3485,0.37,0.1343,7,127,spring,2012,March,22,0,Tuesday,1,Clear,134
0.26,0.2424,0.6,0.0,0,32,winter,2012,December,23,0,Saturday,0,Mist,32
0.34,0.3182,0.46,0.2239,1,1,winter,2011,February,3,0,Monday,1,Clear,2
0.54,0.5152,0.77,0.0,0,11,fall,2012,October,4,0,Friday,1,Clear,11
0.46,0.4545,0.63,0.1642,0,5,fall,2012,September,3,0,Monday,1,Clear,5
0.5,0.4848,0.77,0.0,45,104,fall,2011,October,22,0,Saturday,0,Clear,149
0.42,0.4242,0.82,0.194,4,57,spring,2011,April,11,0,Wednesday,1,Mist,61
0.22,0.1818,0.32,0.4627,0,4,winter,2011,February,5,0,Tuesday,1,Clear,4
0.7,0.6515,0.48,0.194,90,214,fall,2012,October,11,0,Friday,1,Clear,304
0.42,0.4242,0.47,0.2985,0,3,fall,2012,October,3,0,Thursday,1,Clear,3
0.72,0.6515,0.34,0.2239,178,423,summer,2011,August,15,0,Tuesday,1,Clear,601
0.36,0.3485,0.93,0.2537,0,3,winter,2012,January,3,0,Thursday,1,Light Snow,3
0.3,0.2727,0.87,0.4179,3,95,spring,2011,March,8,0,Monday,1,Mist,98
0.4,0.4091,0.62,0.194,16,80,fall,2011,October,0,0,Saturday,0,Clear,96
0.6,0.6061,0.6,0.2239,14,116,summer,2011,July,6,0,Thursday,1,Clear,130
0.4,0.4091,0.76,0.2537,6,101,fall,2012,October,22,1,Monday,0,Light Snow,107
0.4,0.4091,0.28,0.1045,13,121,winter,2012,February,14,0,Tuesday,1,Clear,134
0.7,0.6667,0.79,0.194,3,176,summer,2012,August,6,0,Tuesday,1,Mist,179
0.54,0.5152,0.9,0.1343,2,31,spring,2012,May,5,0,Wednesday,1,Clear,33
0.56,0.5303,0.88,0.2836,25,428,spring,2011,May,8,0,Wednesday,1,Clear,453
0.62,0.5455,0.94,0.0,2,20,fall,2011,September,5,0,Friday,1,Mist,22
0.72,0.697,0.74,0.2537,36,421,summer,2011,July,8,0,Friday,1,Mist,457
0.52,0.5,0.36,0.3284,69,141,spring,2012,May,10,0,Friday,1,Clear,210
0.2,0.2273,0.69,0.0896,3,76,winter,2011,January,19,0,Thursday,1,Clear,79
0.64,0.5758,0.89,0.1343,9,55,spring,2012,May,2,0,Saturday,0,Clear,64
0.3,0.2879,0.81,0.2836,3,90,winter,2012,January,8,0,Tuesday,1,Light Snow,93
0.2,0.1667,0.27,0.4627,1,2,winter,2011,March,2,0,Thursday,1,Clear,3
0.38,0.3939,0.94,0.1045,3,9,fall,2012,December,4,0,Monday,1,Mist,12
0.3,0.2879,0.52,0.2537,10,171,winter,2012,February,18,0,Sunday,0,Clear,181
0.24,0.2576,0.92,0.1045,1,89,winter,2011,January,7,0,Wednesday,1,Mist,90
0.44,0.4394,1.0,0.0896,3,47,fall,2011,December,11,0,Wednesday,1,Light Snow,50
0.7,0.6515,0.51,0.0,53,236,spring,2012,May,13,0,Wednesday,1,Clear,289
0.84,0.7727,0.47,0.2239,41,161,summer,2011,June,12,0,Tuesday,1,Clear,202
0.66,0.5909,0.89,0.1045,3,2,summer,2012,August,3,0,Friday,1,Clear,5
0.36,0.3636,0.57,0.1045,35,51,winter,2011,December,16,0,Sunday,0,Clear,86
0.34,0.3636,0.87,0.0,15,31,fall,2011,October,3,0,Sunday,0,Clear,46
0.58,0.5455,0.88,0.1343,7,14,spring,2012,May,1,0,Wednesday,1,Mist,21
0.6,0.5,1.0,0.0896,25,175,summer,2011,September,21,0,Wednesday,1,Mist,200
0.74,0.6818,0.58,0.194,51,158,spring,2011,May,13,0,Friday,1,Clear,209
0.42,0.4242,0.71,0.1642,1,6,fall,2011,October,5,0,Saturday,0,Clear,7
0.32,0.3182,0.7,0.1642,0,1,fall,2011,November,3,0,Wednesday,1,Clear,1
0.56,0.5303,0.56,0.0896,19,55,spring,2012,June,2,0,Sunday,0,Clear,74
0.72,0.6818,0.7,0.1045,5,35,summer,2012,July,5,0,Thursday,1,Mist,40
0.4,0.4091,0.76,0.2239,2,30,winter,2012,February,5,0,Thursday,1,Clear,32
0.7,0.6515,0.48,0.2537,96,483,spring,2012,June,19,0,Thursday,1,Clear,579
0.14,0.1364,0.43,0.2239,22,77,winter,2011,January,11,0,Sunday,0,Clear,99
0.3,0.303,0.81,0.1343,10,291,fall,2012,December,9,0,Friday,1,Mist,301
0.7,0.6515,0.7,0.0,3,9,summer,2012,September,4,0,Saturday,0,Clear,12
0.42,0.4242,0.62,0.1642,27,388,fall,2012,October,20,0,Thursday,1,Clear,415
0.38,0.3939,0.87,0.1343,7,72,fall,2012,October,22,0,Sunday,0,Clear,79
0.74,0.6667,0.51,0.1642,29,408,summer,2011,August,8,0,Wednesday,1,Mist,437
0.48,0.4697,0.48,0.1045,23,112,spring,2012,May,23,0,Thursday,1,Clear,135
0.16,0.2273,0.69,0.0,4,68,fall,2011,December,8,0,Sunday,0,Clear,72
0.36,0.3485,0.57,0.194,11,89,fall,2012,October,23,0,Friday,1,Clear,100
0.34,0.3333,0.93,0.1642,1,74,winter,2011,February,13,0,Wednesday,1,Clear,75
0.52,0.5,0.45,0.194,207,357,spring,2012,April,11,0,Saturday,0,Clear,564
0.74,0.6818,0.62,0.2537,111,293,spring,2012,May,19,0,Friday,1,Clear,404
0.48,0.4697,0.23,0.4179,51,292,winter,2012,March,16,0,Friday,1,Clear,343
0.26,0.2273,0.41,0.3284,8,185,winter,2012,January,16,0,Thursday,1,Clear,193
0.46,0.4545,0.59,0.0,0,11,spring,2012,April,1,0,Wednesday,1,Clear,11
0.22,0.2576,0.75,0.0896,2,24,fall,2011,December,7,0,Saturday,0,Clear,26
0.3,0.2879,0.61,0.2537,6,39,winter,2012,February,2,0,Saturday,0,Clear,45
0.9,0.7879,0.27,0.0,34,197,summer,2011,August,16,0,Monday,1,Clear,231
0.34,0.3636,0.87,0.0,5,1,fall,2011,October,4,0,Sunday,0,Clear,6
0.74,0.6818,0.58,0.0896,78,218,spring,2011,June,18,0,Sunday,0,Mist,296
0.66,0.6212,0.61,0.2537,4,21,summer,2011,July,1,0,Thursday,1,Clear,25
0.52,0.5,0.88,0.3881,69,157,spring,2011,May,13,0,Friday,1,Mist,226
0.9,0.7727,0.24,0.1343,142,152,summer,2011,July,13,0,Sunday,0,Clear,294
0.36,0.3636,0.5,0.0896,46,220,fall,2012,October,9,0,Saturday,0,Clear,266
0.3,0.2879,0.49,0.2239,19,629,fall,2012,November,8,0,Monday,1,Mist,648
0.68,0.2424,0.65,0.1343,43,625,summer,2012,August,8,0,Friday,1,Clear,668
0.26,0.2576,0.7,0.194,2,37,winter,2011,February,0,0,Sunday,0,Clear,39
0.78,0.7121,0.49,0.1343,93,207,summer,2012,August,12,0,Tuesday,1,Clear,300
0.34,0.303,0.93,0.2985,13,242,winter,2011,February,8,0,Monday,1,Mist,255
0.18,0.197,0.8,0.1343,0,9,winter,2012,December,5,0,Monday,1,Clear,9
0.88,0.7727,0.32,0.1642,53,66,summer,2011,August,11,0,Monday,1,Clear,119
0.48,0.4697,0.82,0.194,14,121,fall,2011,November,14,0,Monday,1,Mist,135
0.16,0.1818,0.64,0.1343,5,38,winter,2011,February,9,0,Saturday,0,Clear,43
0.42,0.4242,0.71,0.0,0,33,winter,2011,December,20,0,Thursday,1,Light Snow,33
0.52,0.5,0.45,0.1642,28,87,spring,2011,April,11,0,Thursday,1,Clear,115
0.48,0.4697,0.48,0.0896,1,22,spring,2012,April,1,0,Thursday,1,Mist,23
0.46,0.4545,0.38,0.3881,131,706,fall,2012,October,17,0,Friday,1,Clear,837
0.54,0.5152,0.94,0.1642,0,4,spring,2011,May,3,0,Monday,1,Light Snow,4
0.8,0.7424,0.49,0.194,180,203,summer,2011,August,17,0,Saturday,0,Clear,383
0.36,0.3788,0.46,0.0,30,125,winter,2012,January,15,0,Wednesday,1,Clear,155
0.3,0.2727,0.7,0.4478,11,76,winter,2011,February,15,1,Monday,0,Mist,87
0.54,0.5152,0.94,0.2985,1,0,summer,2011,September,3,0,Tuesday,1,Light Snow,1
0.24,0.2879,0.65,0.0,4,201,winter,2012,January,7,0,Friday,1,Mist,205
0.38,0.3939,0.46,0.3881,21,177,winter,2012,February,12,0,Friday,1,Clear,198
0.3,0.2879,0.7,0.194,4,40,winter,2011,March,22,0,Friday,1,Clear,44
0.36,0.3485,0.81,0.2239,9,317,winter,2012,February,7,0,Thursday,1,Clear,326
0.4,0.4091,0.87,0.0896,12,169,fall,2012,December,14,0,Monday,1,Mist,181
0.6,0.6212,0.43,0.1642,5,18,summer,2012,June,1,0,Wednesday,1,Clear,23
0.34,0.3182,0.61,0.2239,4,164,fall,2012,December,21,0,Wednesday,1,Clear,168
0.26,0.2273,0.38,0.2985,7,294,winter,2012,January,18,0,Friday,1,Clear,301
0.84,0.7576,0.41,0.194,28,106,spring,2011,June,11,0,Wednesday,1,Clear,134
0.42,0.4242,0.38,0.2985,99,188,fall,2011,November,16,0,Saturday,0,Clear,287
0.64,0.6061,0.69,0.2239,16,448,summer,2012,August,7,0,Thursday,1,Clear,464
0.5,0.4848,0.45,0.2239,24,81,winter,2011,March,12,0,Thursday,1,Clear,105
0.68,0.6364,0.39,0.0,238,491,summer,2012,September,13,0,Sunday,0,Clear,729
0.58,0.5455,0.83,0.0,33,617,spring,2012,May,8,0,Wednesday,1,Clear,650
0.56,0.5303,0.83,0.0896,0,6,spring,2012,April,3,0,Tuesday,1,Clear,6
0.64,0.6212,0.57,0.1642,1,4,summer,2011,August,4,0,Thursday,1,Clear,5
0.74,0.6515,0.37,0.1045,39,182,summer,2011,August,13,0,Wednesday,1,Clear,221
0.62,0.6061,0.61,0.1343,57,148,summer,2012,September,10,0,Wednesday,1,Clear,205
0.32,0.3333,0.87,0.1045,12,58,fall,2012,November,2,0,Sunday,0,Clear,70
0.5,0.4848,0.63,0.1343,120,220,fall,2011,October,17,0,Sunday,0,Clear,340
0.64,0.6061,0.73,0.0896,37,703,summer,2012,August,8,0,Wednesday,1,Clear,740
0.7,0.6667,0.79,0.1045,56,194,summer,2011,July,21,0,Wednesday,1,Clear,250
0.26,0.303,0.7,0.0,4,55,fall,2011,December,23,0,Tuesday,1,Clear,59
0.54,0.5152,0.68,0.1642,19,53,spring,2011,April,11,0,Tuesday,1,Mist,72
0.64,0.6212,0.5,0.2239,91,885,summer,2012,September,17,0,Thursday,1,Clear,976
0.62,0.5606,0.88,0.0,4,141,summer,2012,August,6,0,Monday,1,Clear,145
0.14,0.1061,0.46,0.4179,1,19,winter,2011,January,21,0,Sunday,0,Clear,20
0.74,0.6667,0.48,0.0896,31,178,summer,2011,August,9,0,Wednesday,1,Clear,209
0.24,0.2273,0.7,0.2537,18,495,winter,2012,January,8,0,Wednesday,1,Clear,513
0.82,0.7121,0.3,0.2836,193,190,summer,2011,July,18,0,Saturday,0,Clear,383
0.46,0.4545,0.67,0.1343,29,164,fall,2012,October,8,0,Saturday,0,Clear,193
0.4,0.4091,0.94,0.2239,11,17,winter,2011,January,22,0,Saturday,0,Mist,28
0.66,0.5909,0.94,0.0896,13,29,summer,2012,September,7,0,Sunday,0,Clear,42
0.94,0.8788,0.38,0.0,78,137,summer,2011,July,15,0,Saturday,0,Clear,215
0.2,0.197,0.69,0.2239,0,1,winter,2011,January,2,0,Friday,1,Mist,1
0.3,0.2727,0.42,0.2985,0,3,winter,2012,February,5,0,Saturday,0,Mist,3
0.38,0.3939,0.87,0.0896,12,24,spring,2011,April,2,0,Sunday,0,Mist,36
0.38,0.3939,0.46,0.2239,134,311,fall,2012,November,11,0,Sunday,0,Clear,445
0.74,0.6818,0.55,0.2239,72,180,spring,2012,May,14,0,Thursday,1,Clear,252
0.64,0.2424,0.73,0.1045,11,368,summer,2012,August,7,0,Friday,1,Clear,379
0.62,0.6061,0.61,0.1045,142,306,fall,2012,October,15,0,Friday,1,Mist,448
0.4,0.4091,0.71,0.1642,52,156,winter,2012,January,15,0,Tuesday,1,Mist,208
0.3,0.3333,0.87,0.0,0,98,fall,2011,November,6,0,Wednesday,1,Clear,98
0.38,0.3939,0.82,0.1045,46,292,fall,2012,December,15,0,Sunday,0,Mist,338
0.46,0.4545,0.67,0.0896,17,41,fall,2012,September,3,0,Sunday,0,Clear,58
0.82,0.7424,0.43,0.2239,62,238,summer,2011,August,16,0,Wednesday,1,Clear,300
0.32,0.3182,0.36,0.194,1,18,spring,2012,April,6,0,Saturday,0,Clear,19
0.72,0.697,0.79,0.1045,47,691,summer,2012,July,8,0,Monday,1,Clear,738
0.76,0.7273,0.7,0.1343,58,149,summer,2012,July,21,0,Sunday,0,Clear,207
0.16,0.1818,0.56,0.194,3,83,winter,2011,January,16,0,Monday,1,Mist,86
0.5,0.4848,0.77,0.0896,0,4,fall,2012,October,3,0,Wednesday,1,Clear,4
0.7,0.6515,0.58,0.0,57,339,summer,2012,August,9,0,Thursday,1,Clear,396
0.72,0.697,0.79,0.194,28,62,summer,2011,July,14,0,Monday,1,Mist,90
0.42,0.4242,0.14,0.2985,0,7,winter,2011,February,3,0,Saturday,0,Clear,7
0.44,0.4394,0.77,0.0896,1,49,fall,2012,October,5,0,Tuesday,1,Clear,50
0.6,0.5455,0.88,0.1343,8,189,fall,2011,October,19,0,Wednesday,1,Mist,197
0.36,0.3182,0.66,0.4925,14,97,fall,2011,October,22,0,Thursday,1,Clear,111
0.18,0.197,0.64,0.1343,9,119,winter,2011,March,7,0,Tuesday,1,Clear,128
0.62,0.5455,0.94,0.194,35,168,summer,2011,September,9,0,Thursday,1,Mist,203
0.22,0.2121,0.55,0.2836,11,418,fall,2011,December,8,0,Thursday,1,Clear,429
0.34,0.3182,0.61,0.2537,12,599,spring,2012,April,8,0,Tuesday,1,Clear,611
0.6,0.5455,0.88,0.0,16,37,spring,2011,June,2,0,Saturday,0,Clear,53
0.42,0.4242,0.77,0.1343,2,27,fall,2012,October,3,0,Saturday,0,Clear,29
0.78,0.7576,0.66,0.2836,218,192,summer,2011,September,15,0,Sunday,0,Clear,410
0.48,0.4697,0.77,0.0896,11,94,fall,2011,November,21,0,Sunday,0,Mist,105
0.54,0.5152,0.37,0.3881,79,192,spring,2012,May,15,0,Thursday,1,Clear,271
0.52,0.5,1.0,0.0896,75,204,spring,2011,May,12,0,Saturday,0,Light Snow,279
0.7,0.6364,0.45,0.194,69,149,summer,2011,July,21,0,Friday,1,Clear,218
0.3,0.303,0.62,0.0896,1,2,winter,2011,March,2,0,Tuesday,1,Clear,3
0.66,0.6212,0.69,0.0896,42,206,spring,2012,May,12,0,Wednesday,1,Mist,248
0.18,0.197,0.47,0.1642,7,50,winter,2011,January,20,0,Sunday,0,Clear,57
0.62,0.5455,0.94,0.0896,5,3,fall,2011,September,4,0,Tuesday,1,Light Snow,8
0.32,0.3182,0.49,0.1642,16,247,spring,2011,March,8,0,Wednesday,1,Mist,263
0.34,0.3485,0.87,0.1045,3,13,fall,2011,October,0,0,Monday,1,Clear,16
0.22,0.1818,0.41,0.4627,6,53,winter,2011,January,11,0,Friday,1,Clear,59
0.46,0.4545,0.88,0.1343,14,283,spring,2011,May,7,0,Thursday,1,Clear,297
0.7,0.6515,0.7,0.194,39,241,fall,2011,September,16,0,Wednesday,1,Clear,280
0.52,0.5,0.63,0.194,35,168,fall,2011,November,17,0,Sunday,0,Mist,203
0.96,0.9091,0.36,0.2239,49,184,summer,2012,June,14,0,Friday,1,Clear,233
0.62,0.5455,0.94,0.0,27,368,fall,2012,October,19,0,Tuesday,1,Light Snow,395
0.38,0.3939,0.58,0.3881,6,116,fall,2011,November,19,0,Wednesday,1,Clear,122
0.54,0.5152,0.45,0.4478,115,207,fall,2011,October,10,0,Saturday,0,Clear,322
0.52,0.5,0.77,0.0,0,41,fall,2012,October,5,0,Friday,1,Clear,41
0.5,0.4848,0.77,0.2239,6,107,summer,2011,September,6,0,Monday,1,Clear,113
0.56,0.5303,0.83,0.0,8,7,spring,2012,May,1,0,Wednesday,1,Clear,15
0.72,0.6667,0.51,0.0896,138,260,spring,2011,June,16,0,Sunday,0,Clear,398
0.6,0.6061,0.23,0.3881,89,187,spring,2012,April,19,0,Sunday,0,Clear,276
0.42,0.4242,0.82,0.0,35,277,winter,2012,March,9,0,Friday,1,Mist,312
0.52,0.5,0.84,0.1642,24,130,spring,2011,May,21,0,Friday,1,Mist,154
0.24,0.2576,0.7,0.0896,6,38,winter,2012,February,2,0,Saturday,0,Clear,44
0.36,0.3333,0.87,0.2836,0,3,fall,2012,October,3,0,Tuesday,1,Light Snow,3
0.66,0.6061,0.78,0.1642,14,28,summer,2011,August,3,0,Saturday,0,Mist,42
0.44,0.4394,0.62,0.2537,7,119,spring,2011,April,20,0,Wednesday,1,Clear,126
0.3,0.2879,0.7,0.194,14,81,fall,2012,November,1,0,Sunday,0,Clear,95
0.42,0.4242,0.44,0.2239,31,191,winter,2012,March,13,0,Friday,1,Clear,222
0.32,0.3182,0.57,0.194,34,110,winter,2012,January,10,0,Tuesday,1,Mist,144
0.66,0.6212,0.5,0.2239,65,320,winter,2012,March,16,0,Monday,1,Clear,385
0.64,0.6212,0.41,0.2537,40,178,spring,2011,June,21,0,Monday,1,Clear,218
0.4,0.4091,0.76,0.194,0,1,winter,2011,January,7,0,Sunday,0,Mist,1
0.64,0.6212,0.57,0.0,56,129,spring,2011,May,11,0,Monday,1,Clear,185
0.34,0.2879,0.53,0.5224,8,127,winter,2012,January,21,0,Friday,1,Clear,135
0.4,0.4091,0.43,0.3881,27,328,fall,2012,October,9,0,Thursday,1,Clear,355
0.78,0.7424,0.62,0.1045,38,213,spring,2011,May,20,0,Tuesday,1,Clear,251
0.64,0.6212,0.53,0.0896,34,89,spring,2012,June,1,0,Saturday,0,Clear,123
0.62,0.5455,0.94,0.0,14,99,summer,2011,September,23,0,Thursday,1,Mist,113
0.4,0.4091,0.4,0.2239,20,130,fall,2011,December,14,0,Thursday,1,Clear,150
0.56,0.5303,0.64,0.2985,13,48,fall,2011,November,23,0,Monday,1,Clear,61
0.7,0.6515,0.65,0.194,54,119,summer,2011,August,21,0,Friday,1,Clear,173
0.18,0.197,0.55,0.1642,0,1,winter,2011,January,4,0,Saturday,0,Light Snow,1
0.2,0.2121,0.86,0.1642,0,4,winter,2012,January,4,0,Tuesday,1,Mist,4
0.4,0.4091,0.62,0.0,8,18,fall,2012,October,6,0,Sunday,0,Clear,26
0.62,0.5606,0.88,0.2537,16,287,spring,2012,June,7,0,Tuesday,1,Light Snow,303
0.68,0.6364,0.47,0.0896,44,96,summer,2011,July,23,0,Friday,1,Clear,140
0.5,0.4848,0.63,0.0896,31,198,summer,2012,September,22,0,Wednesday,1,Clear,229
0.3,0.3333,0.45,0.0,11,57,winter,2011,January,14,0,Tuesday,1,Mist,68
0.6,0.5455,0.88,0.194,21,186,summer,2012,September,21,0,Tuesday,1,Mist,207
0.36,0.3636,0.76,0.0896,0,6,fall,2012,October,3,0,Friday,1,Clear,6
0.74,0.6818,0.62,0.1343,86,247,spring,2012,May,13,0,Friday,1,Clear,333
0.28,0.303,0.75,0.0896,11,123,fall,2012,December,23,0,Friday,1,Clear,134
0.54,0.5152,0.88,0.3284,9,53,fall,2011,October,12,0,Wednesday,1,Light Snow,62
0.5,0.4848,0.39,0.2836,6,128,spring,2012,April,6,0,Wednesday,1,Mist,134
0.46,0.4545,0.59,0.4925,17,140,fall,2011,December,12,0,Thursday,1,Mist,157
0.34,0.303,0.42,0.3284,58,318,spring,2012,April,9,0,Friday,1,Clear,376
0.18,0.1818,0.64,0.194,0,4,winter,2011,March,1,0,Friday,1,Mist,4
0.24,0.2576,0.81,0.1045,16,54,winter,2012,December,13,0,Monday,1,Light Snow,70
0.82,0.7727,0.52,0.2836,79,286,summer,2011,July,19,0,Thursday,1,Clear,365
0.24,0.2879,0.75,0.0,4,172,winter,2011,February,17,0,Tuesday,1,Mist,176
0.46,0.4545,0.77,0.0896,52,208,winter,2012,March,13,0,Friday,1,Mist,260
0.28,0.2576,0.65,0.2836,3,12,winter,2012,March,0,0,Wednesday,1,Clear,15
0.68,0.6364,0.89,0.1343,49,119,summer,2012,July,1,0,Sunday,0,Mist,168
0.22,0.2121,0.55,0.2985,2,122,fall,2012,December,6,0,Thursday,1,Clear,124
0.8,0.7273,0.43,0.1343,191,330,summer,2012,July,16,0,Sunday,0,Clear,521
0.68,0.6364,0.61,0.0,25,85,summer,2012,August,23,0,Sunday,0,Clear,110
0.22,0.2273,0.69,0.1343,0,3,winter,2012,January,4,0,Friday,1,Clear,3
0.5,0.4848,0.27,0.2985,167,300,winter,2012,March,16,0,Saturday,0,Clear,467
0.22,0.2121,0.47,0.2836,6,118,winter,2012,January,13,0,Thursday,1,Clear,124
0.32,0.303,0.57,0.2985,23,54,winter,2011,March,20,0,Sunday,0,Clear,77
0.4,0.4091,0.71,0.1343,35,243,winter,2012,January,16,0,Tuesday,1,Clear,278
0.7,0.6667,0.74,0.1343,39,54,summer,2011,July,23,0,Sunday,0,Clear,93
0.3,0.3182,0.7,0.1045,19,64,fall,2011,December,0,0,Sunday,0,Clear,83
0.44,0.4394,0.47,0.0896,105,177,winter,2011,February,14,0,Sunday,0,Clear,282
0.72,0.6667,0.51,0.1642,69,185,summer,2012,August,22,0,Thursday,1,Clear,254
0.66,0.6212,0.69,0.0,1,19,summer,2011,July,5,0,Tuesday,1,Clear,20
0.54,0.5152,0.49,0.2239,58,124,spring,2011,May,21,0,Saturday,0,Clear,182
0.26,0.2576,0.48,0.1642,2,28,fall,2011,November,0,0,Friday,1,Clear,30
0.26,0.2576,0.7,0.1642,11,55,fall,2011,December,1,0,Saturday,0,Mist,66
0.56,0.5303,0.56,0.1642,18,59,spring,2012,June,0,0,Friday,1,Clear,77
0.7,0.6667,0.84,0.0,1,6,summer,2012,August,4,0,Wednesday,1,Clear,7
0.64,0.6061,0.69,0.1045,1,8,summer,2012,August,2,0,Monday,1,Clear,9
0.24,0.2121,0.44,0.3284,5,37,winter,2012,February,2,0,Sunday,0,Clear,42
0.52,0.5,0.68,0.0896,2,14,spring,2012,May,4,0,Sunday,0,Clear,16
0.28,0.2727,0.38,0.2537,8,80,winter,2012,March,20,0,Sunday,0,Clear,88
0.14,0.1364,0.59,0.2239,0,1,winter,2011,February,4,0,Thursday,1,Mist,1
0.34,0.3485,0.66,0.0896,0,6,spring,2012,April,4,0,Wednesday,1,Clear,6
0.5,0.4848,0.31,0.1045,80,618,spring,2012,April,18,0,Thursday,1,Clear,698
0.26,0.2576,0.6,0.194,0,52,winter,2012,January,23,0,Monday,1,Clear,52
0.26,0.2879,0.6,0.0896,15,100,fall,2011,December,11,0,Monday,1,Mist,115
0.26,0.2273,0.44,0.2985,46,96,fall,2012,November,10,0,Saturday,0,Mist,142
0.22,0.197,0.75,0.4179,12,134,winter,2012,February,16,0,Saturday,0,Light Snow,146
0.52,0.5,0.39,0.194,104,839,fall,2012,October,17,0,Tuesday,1,Clear,943
0.52,0.5,0.83,0.2836,27,245,spring,2011,May,7,0,Monday,1,Clear,272
0.22,0.2424,0.8,0.1045,22,116,winter,2012,February,9,0,Saturday,0,Clear,138
0.36,0.3333,0.66,0.2985,20,73,winter,2011,January,12,0,Sunday,0,Mist,93
0.52,0.5,0.63,0.1343,81,225,fall,2011,November,16,0,Sunday,0,Mist,306
0.76,0.7273,0.66,0.0,27,122,summer,2012,July,0,0,Sunday,0,Clear,149
0.46,0.4545,0.24,0.4478,65,599,spring,2012,March,17,0,Monday,1,Clear,664
0.74,0.6667,0.48,0.194,56,320,summer,2011,August,19,0,Tuesday,1,Clear,376
0.7,0.6515,0.61,0.0,65,192,spring,2012,May,15,0,Wednesday,1,Mist,257
0.52,0.5,0.45,0.3881,75,433,spring,2011,April,17,0,Friday,1,Mist,508
0.6,0.5606,0.83,0.1343,3,73,summer,2011,September,6,0,Friday,1,Clear,76
0.46,0.4545,0.28,0.3881,34,248,spring,2012,April,20,0,Tuesday,1,Clear,282
0.58,0.5455,0.83,0.2985,32,417,spring,2011,April,8,0,Tuesday,1,Clear,449
