temp,atemp,hum,windspeed,casual,registered,cnt,season,yr,mnth,hr,holiday,workingday,weathersit,weekday
0.26,0.2727,0.93,0.1343,2,43,45,winter,2011,February,22,0,0,Clear,Saturday
0.54,0.5152,0.64,0.0896,19,84,103,spring,2011,April,12,0,1,Mist,Tuesday
0.78,0.6818,0.27,0.3582,98,496,594,summer,2011,June,17,0,1,Clear,Thursday
0.42,0.4242,0.35,0.0896,49,181,230,fall,2012,November,15,0,1,Clear,Monday
0.42,0.4242,0.0,0.2239,4,30,34,winter,2011,March,12,0,1,Light Snow,Thursday
0.3,0.303,0.87,0.1343,13,55,68,spring,2011,March,13,0,1,Light Snow,Thursday
0.56,0.5303,0.56,0.3582,26,302,328,spring,2011,June,7,0,1,Clear,Monday
0.26,0.2424,0.6,0.2537,3,20,23,fall,2011,November,6,0,0,Clear,Saturday
0.72,0.6818,0.66,0.1045,58,125,183,spring,2011,June,21,0,0,Mist,Saturday
0.78,0.697,0.4,0.194,96,180,276,summer,2012,August,12,0,1,Clear,Monday
0.62,0.5606,0.88,0.0,2,6,8,summer,2011,August,4,0,1,Clear,Friday
0.26,0.2879,0.35,0.0896,11,56,67,winter,2011,February,12,0,1,Clear,Wednesday
0.12,0.1515,0.68,0.1045,0,4,4,winter,2011,January,5,0,1,Clear,Tuesday
0.66,0.5909,0.89,0.1045,13,279,292,summer,2011,July,7,0,1,Mist,Thursday
0.76,0.697,0.55,0.2836,201,201,402,spring,2011,May,16,0,0,Clear,Saturday
0.34,0.3485,0.53,0.0896,31,170,201,fall,2012,November,11,0,1,Mist,Friday
0.7,0.6515,0.65,0.1642,80,270,350,spring,2012,May,20,0,1,Clear,Friday
0.62,0.6212,0.59,0.2985,45,156,201,spring,2012,May,11,0,1,Mist,Wednesday
0.56,0.5303,0.73,0.194,23,214,237,fall,2011,September,9,0,1,Clear,Friday
0.24,0.2879,0.7,0.0,3,510,513,winter,2012,February,8,0,1,Mist,Tuesday
0.36,0.3636,0.57,0.0896,6,138,144,fall,2011,December,12,0,1,Mist,Wednesday
0.6,0.5758,0.78,0.1642,40,633,673,spring,2012,June,8,0,1,Mist,Tuesday
0.26,0.2273,0.44,0.3284,16,345,361,winter,2012,January,18,0,1,Mist,Thursday
0.7,0.6667,0.84,0.0,88,144,232,summer,2012,September,9,0,0,Mist,Sunday
0.5,0.4848,0.31,0.2985,74,94,168,fall,2011,November,14,1,0,Clear,Thursday
0.3,0.2727,0.39,0.3284,28,253,281,winter,2012,December,16,0,1,Mist,Friday
0.56,0.5303,0.68,0.0,27,75,102,fall,2011,October,10,0,1,Mist,Tuesday
0.58,0.5455,0.88,0.2836,3,4,7,spring,2011,April,3,0,1,Mist,Wednesday
0.6,0.6212,0.33,0.2239,265,375,640,fall,2012,September,15,0,0,Clear,Sunday
0.48,0.4697,0.88,0.3582,11,40,51,winter,2011,December,14,0,1,Mist,Wednesday
0.3,0.2879,0.81,0.2537,1,206,207,spring,2012,April,7,0,1,Light Snow,Monday
0.22,0.2727,0.93,0.0,1,19,20,winter,2011,January,23,0,1,Mist,Tuesday
0.16,0.1818,0.74,0.1343,0,7,7,winter,2011,March,5,0,1,Mist,Friday
0.24,0.2273,0.6,0.194,24,655,679,fall,2012,December,8,0,1,Clear,Thursday
0.72,0.6818,0.7,0.2836,33,159,192,summer,2012,August,23,0,1,Clear,Friday
0.66,0.6212,0.65,0.0,30,305,335,fall,2012,September,9,0,1,Clear,Thursday
0.28,0.2879,0.65,0.1343,0,5,5,fall,2012,November,4,0,1,Mist,Thursday
0.54,0.5152,0.39,0.3284,27,221,248,fall,2011,October,19,0,1,Clear,Friday
0.34,0.303,0.42,0.3881,19,189,208,fall,2012,November,12,0,1,Clear,Wednesday
0.54,0.5152,0.56,0.1642,30,253,283,spring,2012,June,21,0,1,Clear,Tuesday
0.2,0.2121,0.69,0.1642,9,378,387,fall,2012,November,7,0,1,Clear,Tuesday
0.34,0.3333,0.87,0.194,1,20,21,fall,2012,December,22,0,1,Light Snow,Thursday
0.54,0.5152,0.77,0.1642,115,216,331,spring,2012,April,9,0,0,Clear,Saturday
0.46,0.4545,0.55,0.0,35,397,432,fall,2012,October,20,0,1,Clear,Tuesday
0.7,0.6364,0.28,0.0,168,802,970,summer,2012,September,17,0,1,Clear,Tuesday
0.58,0.5455,0.53,0.2239,39,155,194,fall,2011,October,12,0,1,Light Snow,Wednesday
0.76,0.697,0.55,0.2537,32,281,313,summer,2011,July,7,0,1,Clear,Wednesday
0.26,0.2576,0.65,0.1642,9,41,50,fall,2011,December,2,0,0,Clear,Saturday
0.36,0.3636,0.5,0.1045,5,72,77,winter,2012,February,22,0,1,Mist,Tuesday
0.3,0.2879,0.52,0.2537,15,74,89,winter,2011,February,10,0,0,Clear,Sunday
0.2,0.2273,0.37,0.0896,5,99,104,winter,2012,January,21,0,1,Mist,Friday
0.36,0.3333,0.34,0.4179,27,174,201,winter,2012,March,12,0,1,Clear,Friday
0.36,0.3636,0.76,0.0896,37,88,125,spring,2012,April,8,0,0,Mist,Sunday
0.4,0.4091,0.4,0.1045,13,372,385,winter,2012,January,18,0,1,Clear,Tuesday
0.36,0.3485,0.81,0.1343,0,36,36,spring,2012,April,0,0,0,Light Snow,Sunday
0.22,0.2121,0.69,0.2836,0,2,2,winter,2011,March,3,0,1,Clear,Tuesday
0.66,0.6212,0.61,0.4179,142,260,402,spring,2012,May,19,0,0,Clear,Sunday
0.74,0.6818,0.55,0.2836,120,678,798,spring,2012,May,17,0,1,Clear,Thursday
0.64,0.6061,0.73,0.2239,6,10,16,spring,2011,June,1,0,1,Clear,Monday
0.44,0.4394,0.35,0.194,15,494,509,winter,2012,February,17,0,1,Clear,Tuesday
0.6,0.6212,0.49,0.0,35,323,358,summer,2012,September,9,0,1,Clear,Tuesday
0.74,0.697,0.66,0.1045,16,219,235,spring,2011,May,7,0,1,Clear,Tuesday
0.6,0.5152,0.94,0.194,12,23,35,spring,2011,May,0,0,1,Mist,Tuesday
0.54,0.5152,0.49,0.0,87,248,335,spring,2012,May,9,0,0,Clear,Saturday
0.52,0.5,0.72,0.194,123,174,297,summer,2011,September,14,0,0,Mist,Saturday
0.84,0.7273,0.3,0.3582,29,151,180,summer,2011,July,13,0,1,Clear,Wednesday
0.4,0.4091,0.87,0.0,1,10,11,fall,2011,November,1,0,1,Mist,Thursday
0.64,0.5909,0.78,0.1343,6,179,185,summer,2012,August,6,0,1,Clear,Wednesday
0.46,0.4545,0.82,0.2239,0,14,14,fall,2012,October,1,0,1,Clear,Thursday
0.76,0.7121,0.58,0.1642,46,435,481,spring,2011,June,8,0,1,Clear,Wednesday
0.38,0.3939,0.43,0.1642,9,302,311,winter,2012,February,19,0,1,Clear,Wednesday
0.6,0.6212,0.43,0.3582,29,498,527,summer,2012,June,7,0,1,Clear,Wednesday
0.58,0.5455,0.56,0.3582,17,96,113,fall,2011,November,22,0,1,Clear,Monday
0.34,0.3182,0.39,0.2836,3,9,12,spring,2012,April,1,0,1,Clear,Wednesday
0.74,0.6818,0.58,0.1343,8,58,66,summer,2012,September,7,0,0,Mist,Saturday
0.44,0.4394,0.54,0.2537,47,170,217,fall,2012,November,14,0,1,Clear,Monday
0.62,0.5455,0.94,0.0896,1,13,14,summer,2011,September,5,0,1,Light Snow,Thursday
0.48,0.4697,0.94,0.2537,2,14,16,fall,2011,November,0,0,1,Mist,Wednesday
0.6,0.6212,0.43,0.0896,89,241,330,summer,2012,September,20,0,0,Clear,Saturday
0.38,0.3939,0.46,0.2239,50,152,202,spring,2012,April,15,0,1,Light Snow,Wednesday
0.62,0.6212,0.5,0.3582,59,180,239,spring,2012,May,14,0,1,Mist,Monday
0.34,0.3182,0.57,0.2537,80,293,373,winter,2012,January,13,0,0,Clear,Saturday
0.34,0.3485,0.87,0.0896,7,43,50,fall,2011,November,23,0,0,Clear,Sunday
0.72,0.6818,0.7,0.194,141,212,353,summer,2011,September,12,1,0,Mist,Monday
0.48,0.4697,0.67,0.3284,11,47,58,fall,2011,October,1,0,0,Clear,Saturday
0.66,0.6061,0.83,0.1642,6,10,16,summer,2012,July,2,0,1,Clear,Tuesday
0.4,0.4091,1.0,0.3284,4,48,52,fall,2011,December,17,0,1,Light Snow,Wednesday
0.16,0.1667,0.37,0.1642,9,101,110,winter,2012,January,19,0,0,Clear,Sunday
0.82,0.7424,0.41,0.1642,164,367,531,summer,2012,July,17,0,0,Clear,Sunday
0.3,0.3333,0.42,0.0,4,54,58,winter,2012,December,19,0,0,Clear,Sunday
0.54,0.5152,0.64,0.4179,7,98,105,spring,2011,June,6,0,1,Clear,Monday
0.6,0.6212,0.53,0.3582,78,602,680,spring,2012,May,18,0,1,Mist,Monday
0.34,0.3182,0.71,0.2836,13,103,116,winter,2012,February,10,0,1,Clear,Friday
0.84,0.8939,0.71,0.2239,38,199,237,summer,2011,July,20,0,1,Clear,Thursday
0.72,0.6515,0.42,0.1343,191,281,472,spring,2012,March,15,0,1,Mist,Friday
0.4,0.4091,0.76,0.0896,1,3,4,fall,2012,November,4,1,0,Clear,Monday
0.5,0.4848,0.77,0.0,2,9,11,summer,2012,September,4,0,1,Clear,Monday
0.26,0.2727,0.7,0.1045,2,15,17,fall,2012,November,6,1,0,Clear,Thursday
0.54,0.5152,0.88,0.194,1,21,22,summer,2011,September,5,0,1,Mist,Tuesday
0.3,0.303,0.7,0.1642,0,9,9,fall,2012,November,2,0,1,Mist,Friday
0.46,0.4545,0.51,0.1343,14,32,46,spring,2012,May,1,0,1,Clear,Friday
0.14,0.1515,0.5,0.1343,0,4,4,winter,2012,January,5,0,0,Clear,Saturday
0.54,0.5152,0.32,0.2239,10,72,82,spring,2012,April,23,0,1,Clear,Tuesday
0.44,0.4394,0.33,0.1343,59,410,469,fall,2012,November,16,0,1,Clear,Wednesday
0.68,0.6364,0.83,0.1343,4,8,12,summer,2011,August,1,0,1,Clear,Monday
0.48,0.4697,0.41,0.1045,158,199,357,fall,2012,November,16,0,1,Mist,Friday
0.4,0.4091,0.5,0.194,12,180,192,fall,2012,October,21,0,1,Mist,Wednesday
0.54,0.5152,0.52,0.2836,42,332,374,fall,2011,September,19,0,1,Clear,Friday
0.68,0.6364,0.79,0.3582,150,208,358,summer,2011,August,15,0,0,Light Snow,Saturday
0.56,0.5303,0.88,0.194,78,194,272,spring,2011,May,17,0,0,Mist,Saturday
0.62,0.6212,0.53,0.1045,64,220,284,spring,2012,March,21,0,1,Clear,Friday
0.4,0.4091,0.47,0.194,2,121,123,spring,2012,April,6,0,1,Clear,Monday
0.6,0.6061,0.6,0.0896,19,56,75,summer,2011,August,23,0,1,Clear,Monday
0.46,0.4545,0.88,0.2537,1,20,21,spring,2012,May,5,0,1,Mist,Thursday
0.6,0.5455,0.88,0.1642,51,163,214,summer,2012,July,20,0,0,Light Snow,Saturday
0.54,0.5152,0.94,0.2239,2,4,6,summer,2011,September,2,0,1,Mist,Wednesday
0.32,0.3333,0.76,0.1045,74,318,392,fall,2012,December,11,0,0,Mist,Saturday
0.4,0.4091,0.5,0.0896,9,22,31,spring,2011,April,23,0,0,Clear,Sunday
0.26,0.2273,0.41,0.4179,33,103,136,winter,2012,December,11,0,0,Clear,Sunday
0.3,0.2879,0.45,0.2239,7,210,217,fall,2011,November,19,0,1,Clear,Thursday
0.76,0.6818,0.48,0.194,91,340,431,summer,2012,August,16,0,1,Clear,Wednesday
0.42,0.4242,0.82,0.1045,26,651,677,spring,2012,April,8,0,1,Mist,Thursday
0.42,0.4242,0.58,0.3582,30,266,296,spring,2011,May,19,0,1,Clear,Wednesday
0.6,0.5606,0.83,0.1343,28,594,622,spring,2012,May,8,0,1,Mist,Wednesday
0.32,0.303,0.49,0.2537,30,64,94,winter,2011,February,19,0,0,Clear,Saturday
0.52,0.5,1.0,0.0,5,8,13,spring,2011,May,4,0,0,Mist,Sunday
0.42,0.4242,0.82,0.3881,0,14,14,winter,2011,December,14,0,1,Light Snow,Tuesday
0.66,0.5909,0.89,0.0,7,15,22,summer,2012,September,4,0,0,Clear,Sunday
0.62,0.5758,0.83,0.1045,7,7,14,spring,2011,May,2,0,1,Clear,Thursday
0.22,0.2273,0.6,0.1343,10,89,99,winter,2011,January,14,0,0,Mist,Saturday
0.56,0.5303,0.88,0.2239,4,3,7,spring,2011,May,5,0,0,Clear,Saturday
0.4,0.4091,0.5,0.1343,31,97,128,fall,2011,October,11,0,1,Clear,Monday
0.42,0.4242,0.35,0.0,51,177,228,fall,2012,November,14,0,1,Clear,Monday
0.56,0.5303,0.68,0.1642,56,145,201,winter,2012,March,11,0,1,Clear,Monday
0.36,0.3485,0.93,0.1343,10,65,75,spring,2011,April,21,0,0,Mist,Saturday
0.82,0.803,0.59,0.3284,34,224,258,summer,2011,June,16,0,1,Mist,Wednesday
0.44,0.4394,1.0,0.1343,0,5,5,fall,2011,November,4,0,1,Light Snow,Monday
0.9,0.8182,0.39,0.2985,197,253,450,summer,2012,August,16,0,0,Clear,Saturday
0.6,0.6212,0.43,0.2239,42,631,673,spring,2012,April,8,0,1,Clear,Tuesday
0.24,0.2121,0.6,0.2836,9,683,692,fall,2012,November,8,0,1,Clear,Wednesday
0.62,0.5606,0.88,0.1343,48,127,175,spring,2011,June,22,0,1,Clear,Friday
0.62,0.6061,0.69,0.1045,11,21,32,summer,2011,July,6,0,0,Clear,Saturday
0.32,0.303,0.33,0.2985,9,77,86,winter,2012,March,23,0,1,Clear,Friday
0.3,0.2879,0.42,0.2239,0,2,2,winter,2012,January,2,0,1,Clear,Tuesday
0.44,0.4394,0.38,0.194,13,133,146,winter,2012,February,15,0,1,Clear,Tuesday
0.56,0.5303,0.88,0.2537,0,4,4,spring,2011,May,4,0,0,Clear,Saturday
0.66,0.6061,0.78,0.2836,49,155,204,spring,2012,June,10,0,1,Mist,Friday
0.4,0.4091,0.82,0.1642,4,20,24,fall,2012,October,6,0,0,Clear,Sunday
0.52,0.5,0.59,0.3284,16,190,206,fall,2012,October,21,0,1,Clear,Monday
0.26,0.303,0.65,0.0,0,1,1,winter,2012,February,3,0,1,Clear,Wednesday
0.24,0.2121,0.6,0.3284,2,10,12,fall,2011,November,6,0,0,Clear,Saturday
0.52,0.5,0.77,0.2239,31,111,142,spring,2012,April,0,0,0,Clear,Saturday
0.9,0.7879,0.29,0.1045,93,209,302,summer,2011,July,17,0,0,Clear,Saturday
0.52,0.5,0.72,0.2537,41,116,157,fall,2012,October,22,0,0,Mist,Saturday
0.4,0.4091,0.37,0.5821,4,102,106,winter,2012,February,22,0,1,Clear,Friday
0.56,0.5303,0.83,0.0,30,65,95,spring,2012,March,0,0,1,Clear,Friday
0.36,0.3485,0.57,0.2239,22,541,563,fall,2012,November,17,0,1,Mist,Thursday
0.24,0.2576,0.81,0.0896,1,5,6,winter,2012,February,4,0,0,Clear,Saturday
0.64,0.5758,0.83,0.0896,43,76,119,summer,2011,July,1,1,0,Clear,Monday
0.22,0.2121,0.64,0.2537,2,5,7,winter,2011,January,1,0,1,Clear,Monday
0.58,0.5455,0.83,0.1343,1,5,6,spring,2012,May,3,0,1,Light Snow,Tuesday
0.16,0.1364,0.59,0.2985,0,112,112,winter,2011,January,9,0,1,Mist,Monday
0.68,0.6364,0.83,0.2239,78,105,183,summer,2011,August,20,0,0,Mist,Saturday
0.7,0.6364,0.34,0.3881,123,548,671,spring,2012,June,19,0,1,Clear,Wednesday
0.26,0.2576,0.44,0.194,3,16,19,spring,2011,March,23,0,0,Clear,Sunday
0.74,0.6818,0.62,0.0896,54,168,222,summer,2011,August,12,0,1,Mist,Friday
0.74,0.7121,0.79,0.1642,61,88,149,summer,2011,August,17,0,0,Light Snow,Saturday
0.48,0.4697,0.82,0.2836,38,578,616,fall,2012,December,17,0,1,Mist,Monday
0.64,0.6212,0.61,0.194,29,78,107,summer,2011,June,8,0,0,Clear,Sunday
0.48,0.4697,0.59,0.0896,6,8,14,spring,2012,May,4,0,0,Clear,Saturday
0.44,0.4394,0.67,0.1642,2,1,3,fall,2011,October,2,0,1,Clear,Wednesday
0.5,0.4848,0.82,0.2836,1,6,7,spring,2011,May,1,0,1,Light Snow,Wednesday
0.64,0.6061,0.73,0.1642,30,68,98,summer,2011,September,23,0,1,Mist,Friday
0.74,0.697,0.7,0.194,35,227,262,summer,2012,August,22,0,1,Clear,Thursday
0.4,0.4091,0.76,0.1642,0,4,4,spring,2012,April,3,0,1,Clear,Monday
0.56,0.5303,0.83,0.1045,15,61,76,spring,2012,June,1,0,0,Mist,Saturday
0.3,0.2879,0.49,0.194,0,1,1,winter,2012,January,4,0,1,Clear,Tuesday
0.36,0.3636,0.4,0.1045,44,196,240,fall,2012,November,14,0,1,Clear,Tuesday
0.3,0.2879,0.65,0.2239,6,78,84,spring,2011,March,16,0,1,Mist,Thursday
0.6,0.5909,0.73,0.2537,0,3,3,spring,2012,May,3,0,1,Clear,Thursday
0.34,0.3182,0.57,0.2239,27,51,78,winter,2011,March,11,0,1,Mist,Tuesday
0.3,0.303,0.49,0.1343,4,44,48,spring,2011,March,6,0,1,Mist,Wednesday
0.32,0.303,0.61,0.2537,5,102,107,winter,2011,March,19,0,1,Clear,Friday
0.6,0.5152,0.94,0.1642,31,126,157,fall,2011,September,22,0,1,Clear,Friday
0.24,0.2273,0.93,0.2537,0,2,2,spring,2011,March,4,0,1,Light Snow,Thursday
0.66,0.6212,0.47,0.3284,72,194,266,fall,2011,September,13,0,1,Mist,Friday
0.2,0.1818,0.86,0.3284,0,26,26,winter,2012,December,7,0,1,Light Snow,Wednesday
0.32,0.3333,0.7,0.1343,1,3,4,fall,2012,November,3,0,1,Light Snow,Tuesday
0.68,0.6364,0.83,0.194,57,596,653,spring,2012,June,18,0,1,Clear,Tuesday
0.52,0.5,0.94,0.2537,62,134,196,spring,2012,March,13,0,0,Light Snow,Saturday
0.34,0.2879,0.42,0.5224,17,484,501,winter,2012,March,8,0,1,Mist,Friday
0.46,0.4545,0.24,0.2537,50,188,238,winter,2012,March,15,0,1,Clear,Friday
0.16,0.1364,0.86,0.2836,1,3,4,winter,2011,January,23,1,0,Light Snow,Monday
0.58,0.5455,0.53,0.0,12,55,67,spring,2012,June,2,0,0,Clear,Saturday
0.44,0.4394,0.51,0.2836,87,252,339,winter,2012,March,13,0,0,Clear,Saturday
0.4,0.4091,0.35,0.1045,27,80,107,winter,2011,March,16,0,1,Clear,Monday
0.16,0.1818,0.8,0.1343,0,83,83,winter,2011,March,7,0,1,Clear,Friday
0.66,0.6212,0.47,0.2537,62,187,249,spring,2012,June,10,0,1,Clear,Friday
0.8,0.7576,0.55,0.194,76,205,281,summer,2012,July,15,0,1,Clear,Monday
0.48,0.4697,0.94,0.1045,13,110,123,fall,2011,November,16,0,1,Light Snow,Wednesday
0.64,0.5758,0.89,0.1045,7,83,90,summer,2012,July,21,0,1,Light Snow,Tuesday
0.16,0.2273,0.69,0.0,2,34,36,winter,2011,January,22,0,1,Mist,Friday
0.78,0.7424,0.62,0.1343,34,141,175,summer,2011,August,9,0,1,Mist,Tuesday
0.2,0.2121,0.75,0.1642,7,73,80,fall,2011,December,22,0,0,Clear,Saturday
0.26,0.2576,0.81,0.1642,25,196,221,winter,2012,February,12,0,0,Mist,Saturday
0.74,0.6667,0.51,0.3284,51,139,190,summer,2011,September,14,0,1,Clear,Tuesday
0.38,0.3939,0.82,0.0896,0,3,3,spring,2011,April,4,1,0,Clear,Friday
0.76,0.7121,0.62,0.194,106,360,466,spring,2012,May,15,0,1,Clear,Friday
0.86,0.2424,0.3,0.4627,127,256,383,summer,2012,August,15,0,1,Clear,Friday
0.46,0.4545,0.94,0.2239,0,3,3,winter,2012,March,3,0,1,Clear,Thursday
0.84,0.7424,0.36,0.2836,173,335,508,spring,2012,June,16,0,0,Clear,Sunday
0.16,0.1818,0.69,0.1045,0,3,3,winter,2011,February,1,0,1,Mist,Tuesday
0.74,0.6667,0.51,0.1642,103,385,488,summer,2012,July,19,0,1,Clear,Friday
0.7,0.6515,0.65,0.2239,68,128,196,spring,2011,May,20,0,0,Clear,Saturday
0.86,0.7879,0.41,0.1642,77,172,249,spring,2011,May,18,1,0,Clear,Monday
0.74,0.6667,0.48,0.1343,26,145,171,summer,2012,June,23,0,1,Clear,Thursday
0.62,0.6212,0.57,0.2537,58,246,304,fall,2011,October,16,0,1,Clear,Tuesday
0.48,0.4697,0.48,0.3881,56,438,494,fall,2011,October,17,0,1,Mist,Thursday
0.42,0.4242,0.71,0.0896,34,711,745,fall,2012,October,8,0,1,Clear,Friday
0.7,0.6667,0.79,0.1045,53,155,208,summer,2012,August,10,0,1,Clear,Tuesday
0.72,0.6818,0.7,0.194,13,397,410,summer,2012,July,7,0,1,Clear,Friday
0.54,0.5152,0.45,0.0,33,210,243,spring,2012,April,21,0,1,Clear,Tuesday
0.9,0.8182,0.37,0.0,41,99,140,spring,2011,May,14,0,1,Clear,Tuesday
0.54,0.5152,0.56,0.2239,45,202,247,spring,2012,June,12,0,1,Mist,Tuesday
0.4,0.4091,0.62,0.1642,17,192,209,spring,2012,March,20,0,1,Clear,Friday
0.92,0.8333,0.33,0.3582,71,183,254,summer,2012,July,15,0,1,Clear,Thursday
0.64,0.6061,0.65,0.2836,21,202,223,spring,2012,May,21,0,1,Mist,Tuesday
0.52,0.5,0.94,0.2239,10,135,145,spring,2012,June,7,0,1,Light Snow,Monday
0.54,0.5152,1.0,0.194,2,4,6,fall,2011,October,3,0,1,Mist,Thursday
0.3,0.2879,0.52,0.2239,10,162,172,winter,2012,February,12,0,1,Mist,Tuesday
0.74,0.6667,0.48,0.2239,73,560,633,summer,2012,July,19,0,1,Clear,Wednesday
0.68,0.6364,0.57,0.1642,45,325,370,spring,2012,May,16,0,1,Clear,Thursday
0.3,0.303,0.93,0.1642,0,1,1,winter,2011,March,4,0,0,Mist,Saturday
0.66,0.6061,0.83,0.1045,26,471,497,summer,2012,July,7,0,1,Mist,Wednesday
0.44,0.4394,0.67,0.194,22,399,421,winter,2012,January,18,0,1,Clear,Thursday
0.28,0.2727,0.93,0.194,0,1,1,winter,2012,February,4,0,1,Mist,Friday
0.62,0.5758,0.83,0.1642,40,336,376,spring,2012,May,19,0,1,Mist,Wednesday
0.44,0.4394,1.0,0.1343,0,4,4,fall,2011,November,3,0,1,Light Snow,Monday
0.7,0.6364,0.42,0.1642,43,164,207,summer,2011,June,22,0,1,Clear,Thursday
0.9,0.8939,0.5,0.2836,39,343,382,summer,2011,July,18,0,1,Clear,Thursday
0.4,0.4091,0.5,0.1642,28,424,452,fall,2012,November,19,0,1,Mist,Thursday
0.38,0.3939,0.87,0.0,0,24,24,fall,2012,December,5,0,1,Mist,Monday
0.72,0.697,0.79,0.2537,7,12,19,summer,2012,August,6,0,0,Clear,Sunday
0.24,0.2576,0.75,0.1045,2,6,8,fall,2012,November,5,1,0,Clear,Thursday
0.52,0.5,0.55,0.4925,70,173,243,spring,2011,April,16,1,0,Clear,Friday
0.72,0.6515,0.37,0.1045,81,242,323,summer,2011,June,21,0,1,Clear,Thursday
0.36,0.3788,0.5,0.0,13,88,101,winter,2012,January,23,0,1,Clear,Friday
0.26,0.2576,0.56,0.2239,0,7,7,winter,2012,December,4,0,0,Mist,Sunday
0.54,0.5152,0.94,0.3284,5,79,84,summer,2011,September,22,0,1,Mist,Tuesday
0.18,0.197,0.59,0.1343,2,89,91,winter,2012,March,6,0,1,Clear,Monday
0.58,0.5455,0.28,0.2537,1,4,5,spring,2012,March,3,0,1,Clear,Thursday
0.66,0.6212,0.54,0.1045,75,186,261,summer,2011,July,21,0,1,Clear,Friday
0.9,0.8182,0.37,0.2239,114,319,433,summer,2012,July,12,0,0,Clear,Sunday
0.8,0.697,0.27,0.194,185,240,425,summer,2012,June,19,0,0,Clear,Saturday
0.3,0.2879,0.61,0.2836,13,143,156,winter,2011,March,9,0,1,Mist,Friday
0.66,0.6212,0.74,0.1045,24,329,353,spring,2011,June,7,0,1,Clear,Wednesday
0.82,0.7273,0.34,0.2537,186,348,534,summer,2012,June,18,0,0,Clear,Sunday
0.3,0.2727,0.52,0.4179,15,474,489,winter,2012,January,8,0,1,Clear,Wednesday
0.7,0.6667,0.84,0.0,2,16,18,summer,2012,September,1,0,1,Mist,Thursday
0.46,0.4545,0.82,0.1343,2,3,5,fall,2011,December,3,0,1,Clear,Friday
0.62,0.5758,0.83,0.2239,31,403,434,spring,2011,May,8,0,1,Light Snow,Tuesday
0.34,0.3333,0.87,0.1642,2,35,37,fall,2012,October,1,1,0,Clear,Monday
0.64,0.6212,0.61,0.1642,26,70,96,spring,2011,June,1,0,0,Mist,Sunday
0.64,0.5909,0.78,0.3284,52,170,222,summer,2011,August,9,0,1,Clear,Monday
0.34,0.3333,0.57,0.1642,10,40,50,fall,2012,November,0,0,1,Clear,Friday
0.66,0.6212,0.69,0.2537,206,253,459,spring,2011,May,15,0,0,Clear,Sunday
0.6,0.6212,0.38,0.4925,71,329,400,spring,2012,April,9,0,1,Clear,Tuesday
0.34,0.3333,0.46,0.1642,33,369,402,fall,2012,November,16,0,1,Clear,Tuesday
0.64,0.6212,0.57,0.194,59,195,254,fall,2011,September,12,0,1,Mist,Friday
0.52,0.5,0.88,0.0,34,453,487,spring,2011,May,8,0,1,Mist,Thursday
0.42,0.4242,0.82,0.194,0,4,4,winter,2012,March,2,0,1,Mist,Friday
0.74,0.697,0.7,0.194,178,150,328,summer,2011,September,19,0,0,Clear,Sunday
0.72,0.6818,0.7,0.0,14,76,90,summer,2012,July,2,0,0,Clear,Saturday
0.34,0.3182,0.29,0.2239,93,123,216,spring,2011,March,14,0,0,Clear,Saturday
0.6,0.5606,0.83,0.0,10,92,102,summer,2012,August,23,0,1,Mist,Monday
0.62,0.5455,0.94,0.1642,6,83,89,summer,2011,September,20,0,1,Mist,Thursday
0.44,0.4394,0.51,0.2239,17,205,222,winter,2012,February,21,0,1,Clear,Thursday
0.2,0.2121,0.8,0.1343,0,7,7,fall,2011,November,4,0,0,Clear,Saturday
0.4,0.4091,0.71,0.2836,3,7,10,summer,2011,September,2,0,1,Clear,Friday
0.22,0.197,0.8,0.3284,1,10,11,fall,2011,October,4,0,0,Clear,Sunday
0.66,0.6212,0.39,0.0,262,234,496,fall,2011,October,15,0,0,Clear,Saturday
0.58,0.5455,0.46,0.2537,68,445,513,spring,2012,June,19,0,1,Clear,Tuesday
0.34,0.3485,0.53,0.0896,45,208,253,fall,2012,November,19,0,0,Clear,Saturday
0.62,0.5758,0.83,0.0,24,221,245,spring,2012,May,21,0,1,Mist,Wednesday
0.32,0.303,0.66,0.2239,47,229,276,winter,2012,February,14,0,0,Mist,Saturday
0.28,0.2424,0.93,0.4478,2,81,83,winter,2011,February,18,0,0,Mist,Saturday
0.32,0.3182,0.81,0.194,3,90,93,fall,2011,November,6,0,1,Clear,Tuesday
0.52,0.5,0.55,0.0,22,166,188,spring,2011,April,7,0,1,Mist,Tuesday
0.54,0.5152,0.88,0.0,0,3,3,winter,2012,March,3,0,1,Mist,Tuesday
0.74,0.6818,0.58,0.1343,50,177,227,summer,2011,July,9,0,1,Clear,Tuesday
0.1,0.1212,0.54,0.1642,0,5,5,winter,2011,January,1,0,1,Clear,Friday
0.72,0.6515,0.34,0.194,98,421,519,summer,2011,August,18,0,1,Clear,Tuesday
0.38,0.3939,0.82,0.1045,48,129,177,spring,2011,April,18,0,0,Mist,Saturday
0.54,0.5152,0.32,0.4179,67,565,632,spring,2012,April,17,0,1,Clear,Monday
0.66,0.6212,0.44,0.2836,298,383,681,spring,2012,April,13,0,0,Clear,Sunday
0.56,0.5303,0.83,0.1642,48,549,597,spring,2012,April,8,1,0,Mist,Monday
0.22,0.2273,0.93,0.194,0,3,3,winter,2011,February,1,0,1,Light Snow,Wednesday
